Report Number,Supplemental Number,Accident Date/Time,Operator ID,Pipeline Location,Pipeline Type,Liquid Type,Accident State,Cause Category,Cause Subcategory,Net Loss (Barrels),Shutdown Date/Time,All Costs
20160075,21409,2/22/2016 7:30 AM,30829,ONSHORE,TANK,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,10515
20160086,21526,2/22/2016 11:00 AM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,OK,CORROSION,EXTERNAL,0.0,,23000
20160087,21674,2/22/2016 12:25 PM,39149,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",59.0,,2637468
20160089,21261,2/22/2016 4:00 PM,31555,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),CO,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,223.0,2/22/2016 17:16,9475
20160085,21637,2/23/2016 1:15 AM,1845,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.64,2/23/2016 1:15,230923
20160090,21518,2/23/2016 8:58 PM,14145,ONSHORE,ABOVEGROUND,CRUDE OIL,OH,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,25.0,2/23/2016 20:58,1131061
20160088,21494,2/24/2016 3:58 AM,3445,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LA,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,4950.0,2/24/2016 3:09,593860
20160118,21625,2/24/2016 10:00 AM,39149,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,CORROSION,INTERNAL,0.0,,104000
20160119,21917,2/24/2016 10:00 AM,39149,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,CORROSION,INTERNAL,0.0,,104000
20160081,21650,2/24/2016 2:10 PM,31476,ONSHORE,UNDERGROUND,CRUDE OIL,KS,CORROSION,INTERNAL,0.0,2/24/2016 14:10,33380
20160093,21696,2/26/2016 6:50 PM,10012,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",IA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.27,,5011
20160094,21520,2/28/2016 4:33 PM,39013,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,,6700
20160095,21504,2/29/2016 2:00 PM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.0,2/29/2016 11:03,847353
20160074,21229,2/29/2016 8:15 PM,31618,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.2,,502
20160097,21284,3/3/2016 9:15 AM,18718,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,3/3/2016 13:18,7230
20160101,21609,3/5/2016 10:20 AM,1845,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,16800
20160092,21276,3/6/2016 4:45 AM,31618,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.2,3/6/2016 4:55,75
20160092,21276,3/6/2016 4:45 AM,31618,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.2,3/6/2016 4:55,75
20160105,21345,3/8/2016 10:26 PM,31174,ONSHORE,TANK,CRUDE OIL,CA,CORROSION,EXTERNAL,0.0,,1000000
20160107,21300,3/9/2016 9:15 AM,31957,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,3/9/2016 8:10,9
20160108,21301,3/10/2016 5:25 PM,1845,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,2.0,3/10/2016 17:25,60907
20160106,21790,3/10/2016 8:22 PM,10012,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",IA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.74,,5275
20160103,21483,3/11/2016 8:30 AM,39145,ONSHORE,TANK,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.0,,12000
20160109,21508,3/11/2016 2:30 PM,30755,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.37,,200000
20160110,21739,3/12/2016 2:00 PM,11169,ONSHORE,ABOVEGROUND,CRUDE OIL,MN,CORROSION,INTERNAL,0.0,,46528
20160111,21616,3/14/2016 12:00 PM,31189,ONSHORE,ABOVEGROUND,CRUDE OIL,IL,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,13710
20160104,21296,3/16/2016 1:44 AM,31618,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,8.3,,750
20160096,21401,3/17/2016 8:17 AM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AL,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,67318
20160116,21608,3/18/2016 10:50 AM,39012,ONSHORE,ABOVEGROUND,CRUDE OIL,ND,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,0.0,3/18/2016 11:08,520050
20160114,21901,3/20/2016 9:17 PM,31684,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,,19400
20160117,21320,3/21/2016 10:00 AM,300,ONSHORE,TANK,CRUDE OIL,WY,CORROSION,INTERNAL,0.0,3/21/2016 10:05,23020
20160115,21858,3/21/2016 7:20 PM,22610,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ND,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.0,3/21/2016 18:50,654309
20160112,21311,3/22/2016 6:40 AM,32147,ONSHORE,TANK,CRUDE OIL,MS,ALL OTHER CAUSES,UNKNOWN,0.0,3/22/2016 15:00,0
20160113,21613,3/23/2016 10:30 AM,18092,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CA,CORROSION,INTERNAL,0.0,,25496
20160120,21325,3/23/2016 11:30 AM,31618,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,INCORRECT OPERATION,INCORRECT EQUIPMENT,0.0,3/23/2016 11:30,33400
20160123,21964,3/23/2016 7:39 PM,32412,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,29.0,3/23/2016 19:40,30219
20160124,21560,3/27/2016 8:50 AM,31672,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),TX,CORROSION,EXTERNAL,83.0,3/27/2016 13:15,17500
20160127,21338,3/28/2016 8:00 AM,300,ONSHORE,TANK,CRUDE OIL,WY,CORROSION,INTERNAL,0.0,3/28/2016 8:00,69200
20160126,21620,3/28/2016 2:50 PM,22610,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IA,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,9.93,,86900
20160128,21615,3/29/2016 8:30 AM,39145,ONSHORE,UNDERGROUND,CRUDE OIL,OK,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,,10005
20160134,21349,3/31/2016 5:00 AM,1960,ONSHORE,ABOVEGROUND,CRUDE OIL,WY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.0,,8620
20160122,21406,3/31/2016 3:08 PM,39023,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,4472
20160130,21400,3/31/2016 6:55 PM,4805,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,426.0,3/31/2016 19:02,2002168
20160135,22043,4/2/2016 12:32 PM,32334,ONSHORE,UNDERGROUND,CRUDE OIL,SD,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.0,4/2/2016 12:50,9068339
20160137,21570,4/4/2016 2:03 PM,9175,ONSHORE,UNDERGROUND,CRUDE OIL,KS,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,65.3,4/4/2016 14:03,40166
20160121,21326,4/4/2016 3:30 PM,26041,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,CORROSION,EXTERNAL,0.0,,35000
20160139,21461,4/6/2016 9:35 AM,31957,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,4/6/2016 9:35,23160
20160140,21561,4/10/2016 7:10 PM,31672,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),OK,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,100.1,4/10/2016 19:45,8500
20160129,21342,4/11/2016 10:09 PM,31174,ONSHORE,UNDERGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.0,4/11/2016 22:09,125000
20160136,21440,4/12/2016 8:45 AM,32678,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,4/12/2016 9:02,2200
20160143,22001,4/12/2016 11:00 AM,30782,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,5.0,4/12/2016 11:00,67000
20160145,21568,4/14/2016 1:02 PM,31476,ONSHORE,UNDERGROUND,CRUDE OIL,KS,CORROSION,INTERNAL,0.0,4/14/2016 13:05,8850
20160141,21365,4/15/2016 11:15 AM,30829,ONSHORE,TANK,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,39468
20160138,21359,4/15/2016 6:10 PM,2552,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AL,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,8.58,4/15/2016 18:17,947200
20160144,21984,4/16/2016 3:00 AM,32147,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IN,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,854.0,4/15/2016 10:52,9496950
20160146,21908,4/16/2016 11:30 PM,31684,ONSHORE,UNDERGROUND,CRUDE OIL,CA,CORROSION,EXTERNAL,0.0,4/16/2016 23:30,342720
20160152,21382,4/19/2016 4:00 AM,26085,ONSHORE,UNDERGROUND,CRUDE OIL,LA,CORROSION,INTERNAL,0.0,,579126
20160153,21383,4/19/2016 8:35 AM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,NM,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.0,,362100
20160416,22049,4/20/2016 11:15 AM,39302,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2.0,4/20/2016 11:30,360000
20160125,21495,4/20/2016 2:30 PM,26149,ONSHORE,TANK,CRUDE OIL,AK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,4/20/2016 14:38,401000
20160149,21378,4/20/2016 4:37 PM,32011,ONSHORE,TANK,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,2.0,,29428
20160155,21524,4/21/2016 6:30 AM,39183,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,,19800
20160154,21384,4/21/2016 1:10 PM,31684,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,,610
20160150,21379,4/23/2016 9:00 AM,22442,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,4/23/2016 9:40,22321
20160142,21367,4/24/2016 5:00 AM,2162,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.7,4/24/2016 6:05,6300
20160156,21754,4/24/2016 11:35 PM,32099,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,4/24/2016 11:35,26600
20160158,21392,4/26/2016 7:16 AM,32117,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,47.62,4/26/2016 7:16,1800
20160147,21631,4/28/2016 10:40 AM,39149,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,10.0,,6000
20160160,21395,4/28/2016 10:45 AM,31476,ONSHORE,UNDERGROUND,CRUDE OIL,KS,CORROSION,INTERNAL,0.0,4/28/2016 10:46,16172
20160151,21380,4/28/2016 2:00 PM,30829,ONSHORE,TANK,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,720
20160164,21403,5/1/2016 7:00 AM,300,ONSHORE,TANK,CRUDE OIL,MS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,7000
20160162,21614,5/4/2016 2:00 PM,22610,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,26.5,5/4/2016 14:00,104026
20160167,21412,5/5/2016 12:17 PM,31684,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CO,INCORRECT OPERATION,INCORRECT INSTALLATION,80.1,5/5/2016 13:20,232500
20160161,21398,5/5/2016 3:15 PM,32099,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,ALL OTHER CAUSES,MISCELLANEOUS,694.0,5/5/2016 15:15,11104
20160169,21893,5/5/2016 4:16 PM,32099,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,63.0,5/5/2016 16:39,1108
20160168,21879,5/5/2016 7:15 PM,19410,ONSHORE,UNDERGROUND,CRUDE OIL,CA,CORROSION,EXTERNAL,0.0,5/5/2016 19:30,10120
20160165,21970,5/6/2016 2:30 PM,1845,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MO,ALL OTHER CAUSES,UNKNOWN,0.0,,11047
20160170,21957,5/6/2016 2:56 PM,26049,ONSHORE,ABOVEGROUND,CRUDE OIL,IN,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.0,5/6/2016 14:56,5333
20160171,21956,5/6/2016 2:56 PM,26049,ONSHORE,ABOVEGROUND,CRUDE OIL,IN,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.1,5/6/2016 14:56,29930
20160166,21789,5/7/2016 7:45 AM,32258,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ND,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,5/7/2016 8:09,24168
20160175,21712,5/8/2016 9:10 AM,39012,ONSHORE,TANK,CRUDE OIL,ND,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,,68475
20160172,21421,5/9/2016 11:40 PM,22610,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.22,5/9/2016 23:40,30100
20160174,22031,5/10/2016 11:00 AM,12105,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KS,CORROSION,EXTERNAL,0.0,5/10/2016 11:00,374451
20160178,21430,5/10/2016 2:00 PM,30829,ONSHORE,TANK,CRUDE OIL,TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.0,,155
20160176,21619,5/11/2016 9:30 AM,1845,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.0,,7000
20160177,21584,5/12/2016 6:51 AM,31555,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),NM,INCORRECT OPERATION,INCORRECT VALVE POSITION,70.0,,170
20160159,21572,5/13/2016 12:15 PM,31174,ONSHORE,TANK,CRUDE OIL,LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,60000
20160173,21630,5/14/2016 12:30 PM,39149,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2.0,,20300
20160181,21624,5/15/2016 12:35 PM,31684,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,,138850
20160179,21433,5/15/2016 3:00 PM,22610,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,,185500
20160183,21684,5/16/2016 2:35 AM,22855,ONSHORE,TANK,CRUDE OIL,TX,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0.0,5/16/2016 2:45,441603
20160182,21438,5/16/2016 6:10 AM,31580,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.0,,16800
20160185,21445,5/17/2016 12:44 PM,26041,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.14,5/17/2016 12:44,23000
20160180,21435,5/19/2016 6:45 AM,30829,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.0,5/19/2016 6:50,820
20160184,21575,5/20/2016 12:35 AM,31174,ONSHORE,UNDERGROUND,CRUDE OIL,CA,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,100.0,5/20/2016 0:37,4540000
20160188,21449,5/20/2016 2:21 PM,31618,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.1,5/20/2016 15:10,60001
20160186,21444,5/21/2016 7:10 AM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.0,,25
20160187,21947,5/23/2016 12:35 PM,31672,ONSHORE,UNDERGROUND,CO2 (CARBON DIOXIDE),OK,CORROSION,EXTERNAL,24.0,5/23/2016 17:00,8050
20160191,21453,5/23/2016 7:48 PM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.16,5/23/2016 19:48,207
20160195,21713,5/24/2016 1:45 PM,31570,ONSHORE,TANK,CRUDE OIL,MT,ALL OTHER CAUSES,UNKNOWN,0.0,,0
20160193,21457,5/25/2016 7:00 AM,3445,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LA,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.2,,200
20160197,21462,5/25/2016 3:49 PM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,5/25/2016 15:52,40500
20160189,21450,5/25/2016 5:30 PM,30829,ONSHORE,UNDERGROUND,CRUDE OIL,OK,CORROSION,INTERNAL,0.0,5/25/2016 17:30,99125
20160229,21720,5/25/2016 7:40 PM,10012,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,5/25/2016 19:50,3695
20160198,21663,5/27/2016 11:55 AM,32109,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,NATURAL FORCE DAMAGE,LIGHTNING,0.02,,1
20160192,21777,5/27/2016 1:04 PM,18718,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,9.1,5/27/2016 13:04,7743
20160203,21479,5/30/2016 6:00 PM,26041,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NJ,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,6.0,,66321
20160205,22048,5/31/2016 7:40 AM,39013,ONSHORE,UNDERGROUND,CRUDE OIL,CA,CORROSION,INTERNAL,0.0,,382524
20160207,21678,6/1/2016 6:10 AM,31174,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,,150000
20160204,21480,6/1/2016 11:00 AM,12470,ONSHORE,TANK,CRUDE OIL,OH,INCORRECT OPERATION,INCORRECT INSTALLATION,0.0,,4200
20160201,21477,6/1/2016 10:20 PM,22610,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.0,,126250
20160208,21485,6/2/2016 9:45 AM,31957,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.29,6/2/2016 9:45,18
20160196,21831,6/2/2016 2:20 PM,22430,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",IL,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0.0,6/2/2016 14:20,25060
20160210,21488,6/2/2016 4:00 PM,4906,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TX,ALL OTHER CAUSES,UNKNOWN,1.97,6/2/2016 21:00,155050
20160194,21474,6/3/2016 1:05 AM,26041,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TX,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.0,6/3/2016 3:30,11121
20160202,21700,6/3/2016 12:00 PM,22830,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MI,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0.0,6/3/2016 12:05,1418000
20160212,21899,6/6/2016 7:00 AM,22442,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,5.0,6/6/2016 7:00,187275
20160190,21451,6/6/2016 11:20 AM,30829,ONSHORE,TANK,CRUDE OIL,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.0,6/6/2016 11:20,1015
20160214,21499,6/6/2016 3:30 PM,18718,ONSHORE,UNDERGROUND,CRUDE OIL,TX,CORROSION,EXTERNAL,1.0,6/6/2016 15:44,25046
20160209,21552,6/7/2016 7:30 AM,32147,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OH,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,6402
20160215,21500,6/7/2016 10:58 AM,9175,ONSHORE,UNDERGROUND,CRUDE OIL,KS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,105.8,6/7/2016 10:59,65109
20160213,21498,6/7/2016 12:00 PM,22610,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,0.01,,2130
20160216,21509,6/9/2016 1:40 PM,300,ONSHORE,ABOVEGROUND,CRUDE OIL,CA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,,7325
20160218,21511,6/10/2016 8:00 AM,32283,ONSHORE,UNDERGROUND,CRUDE OIL,MT,CORROSION,INTERNAL,2.0,,26900
20160217,21510,6/11/2016 1:47 PM,22610,ONSHORE,ABOVEGROUND,CRUDE OIL,TX,CORROSION,INTERNAL,2.0,,709630
